timestamp,x,y,z
4.68,0.030303,0.070665,0.997153
4.69,0.046258,-0.014334,0.959912
4.7,-0.049057,-0.055342,0.979587
4.71,-0.029701,0.04601,1.005138
4.72,0.060797,0.022824,0.964909
4.73,-0.013833,-0.053659,0.968742
4.74,-0.080087,-0.010813,1.002822
4.75,0.060064,0.056411,0.984685
4.76,0.022334,-0.02515,0.962656
4.77,-0.053587,-0.038471,0.986705
4.78,0.009253,0.064814,0.999017
4.79,0.06621,0.000849,0.966055
4.8,-0.03308,-0.054806,0.969813
4.81,-0.05453,0.017829,1.006901
4.82,0.075479,0.035,0.969727
4.83,0.005383,-0.031288,0.964722
4.84,-0.063196,-0.025131,0.994353
4.85,0.04043,0.064446,0.990231
4.86,0.047295,-0.002034,0.962439
4.87,-0.046874,-0.042379,0.98226
4.88,-0.018894,0.058996,1.002243
4.89,0.060529,0.02104,0.967652
4.9,-0.007941,-0.047712,0.968568
4.91,-0.073227,-0.004176,1.003157
4.92,0.063102,0.04924,0.980794
4.93,0.015901,-0.018643,0.964881
4.94,-0.066827,-0.039138,0.989228
4.95,0.010184,0.054617,1.003555
4.96,0.062418,-0.002878,0.962177
4.97,-0.033331,-0.05335,0.978371
4.98,-0.039523,0.028967,1.005356
4.99,0.066269,0.035182,0.967679
5.0,0.007463,-0.044748,0.964031
5.01,-0.066178,-0.024392,1.000549
5.02,0.044544,0.062268,0.993001
5.03,0.036974,-0.022785,0.960101
5.04,-0.059555,-0.041187,0.983889
5.05,-0.005312,0.045812,0.999728
5.06,0.068853,0.017978,0.968116
5.07,-0.01815,-0.054178,0.972884
5.08,-0.073865,0.008046,1.004406
5.09,0.064088,0.048181,0.979603
5.1,0.017773,-0.040485,0.963313
5.11,-0.076403,-0.027576,0.989935
5.12,0.035418,0.058868,0.996284
5.13,0.064876,-0.001296,0.96046
5.14,-0.03082,-0.04937,0.977043
5.15,-0.043915,0.043714,1.010789
5.16,0.073485,0.029707,0.968153
5.17,-0.015767,-0.047145,0.965926
5.18,-0.082386,-0.007739,1.002035
5.19,0.058289,0.054426,0.985472
5.2,0.031077,-0.016152,0.95913
5.21,-0.060364,-0.054009,0.979929
5.22,0.009538,0.053446,0.999649
5.23,0.059381,0.008214,0.965034
5.24,-0.022615,-0.060152,0.971078
5.25,-0.063992,0.010798,0.998106
5.26,0.069627,0.026946,0.973928
5.27,0.019191,-0.044835,0.961292
5.28,-0.073283,-0.033907,0.995641
5.29,0.030988,0.07273,0.99532
5.3,0.052898,-0.006862,0.958963
5.31,-0.05241,-0.043356,0.981117
5.32,-0.025701,0.022138,1.007333
5.33,0.067176,0.024043,0.963296
5.34,-0.005641,-0.047,0.970875
5.35,-0.08347,-0.001627,1.005396
5.36,0.067698,0.045844,0.978537
5.37,0.028453,-0.018686,0.957692
5.38,-0.064654,-0.03433,0.989782
5.39,-0.002264,0.051308,1.001272
5.4,0.055821,0.008258,0.965702
5.41,-0.037094,-0.0429,0.970553
5.42,-0.051303,0.018807,1.005185
5.43,0.064428,0.032052,0.975743
5.44,0.004035,-0.036513,0.961998
5.45,-0.066761,-0.025087,0.989053
