timestamp,x,y,z
3.68,-0.03776,-0.092891,0.941577
3.69,-0.205363,0.007103,1.054654
3.7,0.181763,0.083796,0.957299
3.71,0.063469,-0.070206,0.939459
3.72,-0.159894,-0.107206,1.000011
3.73,0.106893,0.167431,1.033804
3.74,0.125127,-0.016388,0.930963
3.75,-0.049602,-0.107348,0.94261
3.76,-0.139798,0.106403,1.061495
3.77,0.137566,0.049897,0.937041
3.78,0.013482,-0.098414,0.943939
3.79,-0.223598,-0.052268,1.031026
3.8,0.172503,0.163872,0.987462
3.81,0.100727,-0.087697,0.942417
3.82,-0.14328,-0.12089,0.969051
3.83,-0.017197,0.172357,1.042799
3.84,0.117275,-0.011147,0.936622
3.85,-0.058626,-0.107556,0.944789
3.86,-0.199679,0.034207,1.04401
3.87,0.185354,0.074978,0.961485
3.88,0.038376,-0.082729,0.948359
3.89,-0.200892,-0.117638,1.007701
3.9,0.092679,0.174432,1.004698
3.91,0.112871,-0.006619,0.938207
3.92,-0.092435,-0.119539,0.951143
3.93,-0.103486,0.127096,1.059283
3.94,0.163894,0.015399,0.932703
3.95,-0.015279,-0.082095,0.937441
3.96,-0.213038,-0.045782,1.035197
3.97,0.180811,0.133313,0.97998
3.98,0.08106,-0.054986,0.934891
3.99,-0.145777,-0.134082,0.988084
4.0,0.027718,0.196709,1.037606
4.01,0.133611,-0.00169,0.938071
4.02,-0.047776,-0.111902,0.952188
4.03,-0.194428,0.037761,1.05221
4.04,0.181114,0.067837,0.946531
4.05,0.019305,-0.084116,0.93238
4.06,-0.198039,-0.09573,1.017008
4.07,0.150229,0.183036,1.006231
4.08,0.081264,-0.032976,0.920785
4.09,-0.112365,-0.108294,0.96235
4.1,-0.096008,0.136005,1.049832
4.11,0.121464,0.055549,0.945028
4.12,-0.035519,-0.125062,0.935072
4.13,-0.213262,-0.018444,1.034885
4.14,0.178089,0.137604,0.980059
4.15,0.065876,-0.080343,0.947886
4.16,-0.138183,-0.089318,0.9868
4.17,0.076186,0.198777,1.030059
4.18,0.125139,0.006138,0.936028
4.19,-0.04978,-0.109964,0.93906
4.2,-0.16884,0.065582,1.046876
4.21,0.15951,0.060021,0.945033
4.22,0.002963,-0.092467,0.952163
4.23,-0.225311,-0.071475,1.01982
4.24,0.145528,0.167527,1.000701
4.25,0.092916,-0.052528,0.942954
4.26,-0.098161,-0.105925,0.983266
4.27,-0.025273,0.168642,1.04847
4.28,0.12714,0.028258,0.933732
4.29,-0.032383,-0.09856,0.95736
4.3,-0.230443,-0.015249,1.039332
4.31,0.187714,0.095592,0.972351
4.32,0.050031,-0.088184,0.934513
4.33,-0.187434,-0.133008,0.998919
4.34,0.099298,0.190181,1.025286
4.35,0.113165,-0.01441,0.927102
4.36,-0.080996,-0.116611,0.950195
4.37,-0.158933,0.056585,1.060214
4.38,0.155794,0.036322,0.948449
4.39,0.003239,-0.087425,0.942691
4.4,-0.218241,-0.082975,1.029754
4.41,0.172046,0.157795,0.995259
4.42,0.092576,-0.067066,0.931469
4.43,-0.103977,-0.099596,0.980692
4.44,-0.01719,0.169028,1.052489
4.45,0.12054,0.015943,0.948369
4.46,-0.033374,-0.080512,0.94564
4.47,-0.212974,0.029418,1.049775
4.48,0.193503,0.08892,0.964159
4.49,0.043841,-0.091779,0.946302
4.5,-0.181011,-0.112616,1.002327
4.51,0.117114,0.190378,1.016682
4.52,0.137794,-0.022828,0.936902
4.53,-0.058692,-0.117317,0.954784
4.54,-0.117926,0.13211,1.055442
4.55,0.159433,0.039685,0.939549
4.56,-0.000378,-0.076092,0.950122
4.57,-0.23137,-0.057863,1.032182
4.58,0.180171,0.16158,0.972669
4.59,0.077932,-0.054769,0.926905
4.6,-0.129043,-0.105691,0.974844
4.61,0.009332,0.171524,1.034373
4.62,0.113916,-0.005492,0.931315
4.63,-0.079684,-0.103679,0.942639
4.64,-0.208711,0.047331,1.051386
4.65,0.170905,0.079594,0.948919
4.66,0.02316,-0.106101,0.939415
4.67,-0.169314,-0.118026,1.020774
4.68,0.147355,0.160829,1.015058
4.69,0.096079,-0.051214,0.934753
4.7,-0.08919,-0.11266,0.961243
4.71,-0.093582,0.148336,1.053496
4.72,0.148031,0.031567,0.938277
4.73,-0.021758,-0.132841,0.948473
4.74,-0.215264,-0.042602,1.03627
4.75,0.176639,0.124046,0.976132
4.76,0.08009,-0.042278,0.927238
4.77,-0.16026,-0.134076,0.990261
4.78,0.050441,0.181135,1.04065
4.79,0.158919,0.01754,0.930557
4.8,-0.060542,-0.104602,0.963023
4.81,-0.159812,0.066809,1.052331
4.82,0.172515,0.067887,0.949607
4.83,0.021164,-0.091738,0.942451
4.84,-0.204829,-0.082768,1.019465
4.85,0.149283,0.159179,1.002172
4.86,0.090625,-0.028132,0.936411
4.87,-0.098861,-0.13186,0.973961
4.88,-0.067017,0.156367,1.061421
4.89,0.153595,0.025282,0.934324
4.9,-0.020911,-0.11453,0.950907
4.91,-0.2155,-0.019672,1.042703
4.92,0.178707,0.104071,0.973126
4.93,0.061082,-0.088152,0.935771
4.94,-0.164429,-0.118723,1.002475
4.95,0.090402,0.174333,1.042442
4.96,0.10034,-0.006878,0.931908
4.97,-0.075724,-0.124765,0.941851
4.98,-0.178357,0.092763,1.055225
4.99,0.147717,0.040745,0.951195
5.0,0.018409,-0.106536,0.946581
5.01,-0.202739,-0.087235,1.028567
5.02,0.155934,0.173519,1.000629
5.03,0.07331,-0.043487,0.939825
5.04,-0.151279,-0.119109,0.981623
5.05,-0.030546,0.172751,1.054654
5.06,0.169101,-0.010213,0.942171
5.07,-0.037995,-0.108659,0.949518
5.08,-0.219225,0.027305,1.056706
5.09,0.18657,0.098843,0.959846
5.1,0.024666,-0.08164,0.937536
5.11,-0.17841,-0.103933,1.013353
5.12,0.106248,0.196411,1.022995
5.13,0.115433,-0.042784,0.93819
5.14,-0.071049,-0.132325,0.959207
5.15,-0.124079,0.109745,1.054732
5.16,0.16758,0.035781,0.940147
5.17,-0.01783,-0.0871,0.952524
5.18,-0.20909,-0.068382,1.037038
5.19,0.193442,0.121501,0.976131
5.2,0.07004,-0.071404,0.936752
5.21,-0.139036,-0.15021,0.990992
5.22,0.024667,0.17468,1.042843
5.23,0.132439,0.00505,0.921548
5.24,-0.035123,-0.114036,0.960456
5.25,-0.205699,0.04026,1.058785
5.26,0.195277,0.0979,0.955059
5.27,0.032448,-0.090813,0.939615
5.28,-0.185223,-0.129932,1.0169
5.29,0.146232,0.187795,1.010537
5.3,0.105626,-0.020496,0.941196
5.31,-0.101313,-0.109784,0.965775
5.32,-0.10435,0.140112,1.058294
5.33,0.158874,0.020768,0.938001
5.34,-0.039291,-0.081012,0.943624
5.35,-0.215007,-0.058311,1.046093
5.36,0.173101,0.139768,0.973283
5.37,0.084832,-0.084934,0.929366
5.38,-0.170639,-0.128113,0.990436
5.39,0.030789,0.202583,1.04201
5.4,0.109266,-0.003492,0.93507
5.41,-0.070337,-0.099642,0.95373
5.42,-0.180629,0.054707,1.055145
5.43,0.171039,0.069344,0.954698
5.44,0.01529,-0.077763,0.942194
5.45,-0.20241,-0.098441,1.014752
5.46,0.148464,0.150818,1.003743
5.47,0.090531,-0.045399,0.947514
5.48,-0.091878,-0.108311,0.956776
5.49,-0.059625,0.151648,1.057256
5.5,0.152142,0.007127,0.924843
5.51,-0.024018,-0.115409,0.944987
5.52,-0.217771,-0.033579,1.042666
5.53,0.206399,0.111978,0.958426
5.54,0.058559,-0.089251,0.942385
5.55,-0.159667,-0.122911,0.991305
5.56,0.060823,0.178671,1.018954
5.57,0.111775,0.001137,0.937504
5.58,-0.083779,-0.100911,0.962593
5.59,-0.17309,0.074505,1.067283
5.6,0.166786,0.053966,0.947371
5.61,0.010054,-0.096822,0.943338
5.62,-0.210051,-0.093969,1.032741
5.63,0.151411,0.147824,1.007427
5.64,0.105135,-0.055802,0.943336
5.65,-0.102824,-0.123834,0.966791
5.66,-0.036901,0.148411,1.0518
5.67,0.134042,0.019661,0.936039
5.68,-0.033607,-0.099082,0.936019
5.69,-0.21324,-0.023457,1.052737
5.7,0.164249,0.102274,0.977541
5.71,0.046706,-0.082794,0.944729
5.72,-0.167032,-0.107966,1.00954
5.73,0.085995,0.186539,1.025344
5.74,0.120756,-0.033539,0.932652
5.75,-0.094991,-0.126871,0.959533
5.76,-0.121302,0.100083,1.053573
5.77,0.176584,0.060115,0.935453
5.78,-0.008799,-0.128479,0.951281
5.79,-0.213744,-0.065803,1.03978
5.8,0.142289,0.163435,0.983158
5.81,0.071136,-0.055128,0.943483
5.82,-0.127579,-0.110478,0.977727
5.83,-0.015043,0.165896,1.04794
5.84,0.145063,0.008446,0.935279
